"Guitarist's Reference","(Submitted for US only) With Guitarist's Reference you will learn everything about guitar chords, scales, arpeggios, triads, standard and alternate tunings
- Over 3,000 chord voicings
- Over 500 scales
- Over 550 arpeggios
- Triads in any inversion
- Over 100 alternate tunings
- Chord Scale relationships: You pick a chord, app will show recommended scales
- Scales To Chords: You select a scale app will show all chords work with your scale
- Chord Quiz and Chord Finder tool
- Support Left and Right handed","2009-12-16 00:21:42","73.73","com.myappcatalog.guitaristsreference","0.9.2","3593594","3.3","35489","77","http://cdn.downloads.palm.com/public/73/icon/L/icon_66096.png","2.9900000095367","ERROR!"
"Speed Brain Deluxe","Speed Brain is one of the scientifically designed brain games by Lumosity, the web's most popular and thoroughly tested brain training program. The training games at Lumosity are designed and tested by a team of leading scientists. You can read more about the science and the team at www.lumosity.com.

Processing speed determines how quickly one can perceive and interpret information, and then begin to act appropriately. Processing speed is considered by some to be a bottleneck to other cognitive processes, and it is therefore a focus of Lumosity training.
    
Lumosity brain exercises are designed to improve processing speed by challenging users to gradually increment the rate of other cognitive processes. For example, users who trained with our online arithmetic exercise Raindrops for at least 10 sessions can solve math problems faster and more accurately (p","2009-11-04 17:50:04","80.80","com.lumoslabs.speed-brain-dlx","0.9.3","2856222","2","384","7","http://cdn.downloads.palm.com/public/80/icon/L/speed_brain_dlx_icon.png","1.9900000095367","Games!Puzzles / Word Games"
"m:Mafia 40 Favor","Embrace your inner gangster! Join m:Mafia to fight your friends and do jobs for the Don. Case, Fix and Enforce your way to the top.

Add 40 Favor to your m:Mafia character.

m:Mafia delivers you to a gangster-filled RPG world where you can:
 - Do missions for the Don to earn cash:  Snatch a purse, hold up a store, steal lunch money or commit 30 other crimes for  profit
 - Fight other gangsters to get onto the Don's Honor Roll
 - Purchase weapons and armor to increase your power
 - A wise guy can buy bars, real estate and lots to earn even more cash
 - 75 levels provides hours of challenges  
 - You completely control your character: start all over, pick a new avatar or change your name whenever you like.
 - Invite codes allow you to invite your Pre friends

Play m:Mafia anywhere you go -- using your Palm Pre or play on your Facebook profile.  And bring your Friends along with Facebook Connect.

Get Made Today!","2009-10-09 17:43:09","81.81","com.moblyng.pre.mmafia.040","1.6.2","2459493","2.6","857","36","http://cdn.downloads.palm.com/public/81/icon/L/64x64_palmPre_mafia_40.png","4.9899997711182","Games!Strategy"
"m:Vampire 40 Gems","Awaken to the blood-red moonlight of m:Vampire and quench your evil thirst, turn innocents into Vampires and defeat your rivals to become the ultimate Coven Lord.

Add 40 Favor to your m:Vampire character.

FEATURES:
- 50 missions will occupy your nightly sojourns, from seducing runaways and draining mortal’s blood to exterminating werewolves and collecting blood tributes.
- m:Vampire lets you play anywhere on your Palm Pre, or connect-with and challenge your Facebook Friends.
- Automatically fight back against insubordinate Vampire who challenge your authority using real time news and top player status feeds.
- Grow your Coven by inviting your Facebook friends, or use player IDs, SMS or email to notify all your friends.
- Stats keep track of your every conquest and help guide you to vampire imortality
- The Elders help you to stay healthy and offer forbidden ways – at a cost -- to overpower your enemies
- A vast hoard of weapons, armor, land and vehicles are available to enhance your attacks, build your defenses and generate illicit income for your vampire

Become Immortal!","2009-10-09 17:58:09","82.82","com.moblyng.pre.mvampire.040","1.6.2","2510347","3.5","426","24","http://cdn.downloads.palm.com/public/82/icon/L/64x64_palmPre_vampire_40.png","4.9899997711182","Games!Action / Adventure"
"TMaps - Philly","Philadelphia is the 'City of Brotherly Love' and the sixth largest city in the U.S.  It has one of the most prolific transit systems.  These zoomable and panable maps are always at the ready, whether you're a commuter or visitor.  The maps are built into the application so you don't need data access to use them.  Includes the entire Septa systemwide map plus the Center City road and transit map, detailed maps of the Broad Street line, Market-Frankfort line, Trolleys, and Routes 100, 101, 102. More maps coming in the future.","2009-12-04 19:16:10","84.84","com.geezernetwork.tmapsphila","1.0.2","2492112","2.9","3738","23","http://cdn.downloads.palm.com/public/84/icon/L/Septaicon-64_8_29954C.png","0","Travel!Guides"
"Color Match","Sharpen your mind with a fun brain training game that's scientifically-tested – Color Match! Made by lumosity.com, Speed Brain Deluxe provides a mental workout that will improve your brain flexibility. You can even see how your performance compares to others.

Color Match is used for:
- Avoiding errors and mistakes

- Resisting temptation
- Impulse control

 

As we age our ability to process information slows. This slowing also affects other areas of cognition, such as memory and problem solving. The good news is that research has shown that it’s possible to speed things up with consistent use of cognitive training exercises.

 

The scientific community is highly involved with Lumosity, and the full benefits of the Lumosity program are still being discovered. Doctors, neuroscientists, and psychologists and universities worldwide (Stanford, Berkeley, Harvard, Columbia, etc.) are using Lumosity in laboratory studies, tests, and clinical trials.

 

Media coverage of Lumosity includes: The New York Times, Women’s Health, London Times, New Scientist, PC Magazine, and Tech Crunch.

 

Start strengthening our mental muscles by downloading Speed Brain Deluxe today!","2009-10-30 23:59:30","88.88","com.lumoslabs.color-match","0.9.3","2658089","3.5","337","6","http://cdn.downloads.palm.com/public/88/icon/L/color_match_icon.png","1.9900000095367","Games!Brain Teasers"
"My Translator","The highly acclaimed app, My Translator, is an advanced yet very simple to use language and text translator. My Translator supports over 45 different languages, thus allowing you over 2000 language translation combinations (i.e. English to Spanish or French to Russian, etc.)! 
 
My Translator has the unique ability to automatically detect languages that you type!  In addition, when using the My Translator app, you will be able to translate single words or even full sentences and phrases. The app also has advanced features such as full screen mode, emailing translated text, and the ability to copy and paste the original and translated text as well! 
 
My Translator is an excellent app for businessmen on trips, individuals or families traveling or on vacation, students learning new languages, or simply anyone needing to communicate with others in a different language!","2009-11-04 17:55:04","89.89","com.livewirehosting.mytranslator","0.9.2","493386","3.9","1035","28","http://cdn.downloads.palm.com/public/89/icon/L/icon.png","1.9900000095367","Reference!Translation"
"Quick Dialer","Quick Dialer is the easiest communication tool that allows you to access your most frequently contacted friends, family members, and business associates without using the keypad.  Simply open Quick Dialer, tap the entry in the list for the person you’d like to call, and your phone will instantly dial the selected contact.  Quick Dialer also provides one-touch access to text and picture messaging, quickly loading stored conversations for each assigned number.

Your favorite contacts are presented in an elegant list format that also displays their linked photograph for easy identification.  The list can be effortlessly rearranged to prioritize your most important contacts.  Custom backgrounds can also be assigned and visual elements can be enabled to give Quick Dialer that personalized touch!

Assigning frequently contacted phone numbers to Quick Dialer is very easy!  Simply choose the person to assign from your existing stored contacts.   Alternatively, you may enter a custom name and phone number for the fastest way to store a phone number.  Quick Dialer also includes easy launch points for the dial pad, messaging, and the full contacts database so you can easily access other communication tools.

Quick Dialer is so easy to use, you’ll always use it to contact your friends and family!","2009-10-29 05:29:29","92.92","com.yellowfinsolutions.quickdialer","1.0.0","713240","3.4","1459","55","http://cdn.downloads.palm.com/public/92/icon/L/icon.png","1.9900000095367","Productivity & Utilities!Tools"
"Wobble Words","Wobble Words is a fast word search game with a falling puzzle twist. Game play is simple: find words before the timer runs out. As you play, words fall out and more letters drop in. Blanks can also drop which match every possible letter that forms a dictionary word. If you get stuck, give the board a quick shake and get a whole new set of letters. Uses the international standard word game dictionary with over 41,000 3-6 letter words.

For ""classic"" gameplay, just change the rules by turning off letter drops, shakes and blanks. You can play any of 24 possible variations by setting the timer, blanks, shakes and letter drop rules. Each variation has its own unique challenges and its own list of high scores.

Wobble Words has solid, simple game play with high replay value. Music, sound, vibrate, trophies, and themes round out the features.

*** 1.1.0 Update includes: digital timer option, 10min timer setting, Pixi screen support. ***","2009-10-06 00:05:06","102.104","com.grrok.wobblewords","1.0.0","3484005","3.5","1851","58","http://cdn.downloads.palm.com/public/102/icon/L/dice_icon.png","2.9900000095367","Games!Classics"
"Bible Reader Lite","Take the Bible wherever you go. Bible Reader Lite contains the entire King James Version of the Old & New Testaments. Easily navigate to any chapter/verse. Saves your place so you can continue reading where you left off.

Full version (available soon) will include searching, bookmarks, study logs and more.","2009-10-21 17:32:21","106.108","com.webozapps.biblereaderlite","1.0.0","5865431","3.2","14740","66","http://cdn.downloads.palm.com/public/106/icon/L/icon.png","0","ERROR!"
"I'm Here","I'm Here helps you tell your friends where you are! Now its easy to send a map or a link of your current location via SMS, MMS or Email. 

Why try to explain when you can just send an I'm Here! 
* Map and hybrid modes 
* 19 levels of zoom 
* Settable default message and phone number for SMS/MMS and email address.","2009-10-16 21:50:16","68.112","com.torimaru.imhere","0.2.0","583589","1.7","243","10","http://cdn.downloads.palm.com/public/68/icon/L/icon.png","0.99000000953674","Social Networking!Special Interest"
"CoinToss","This application flips a virtual coin. Supports penny, nickel, dime, quarter, half dollar, and dollar coins. Plays a sound when you swipe the coin up in the air. Also, the coins are almost real-life sized.  Just shake, tap, or swipe the coin to start flipping.","2009-10-21 17:21:21","114.117","com.d0lph1nk1ng.cointoss","0.9.0","2222259","2.2","260","7","http://cdn.downloads.palm.com/public/114/icon/L/icon.png","0.99000000953674","Productivity & Utilities!Tools"
"ScreamIt","Scrolls large text across the screen in landscape mode so that other people in really loud or really quiet places can get your message. Supports adding, editting, and deleting saved messages. Also, supports different foreground/background colors and variable scrolling speeds.","2009-10-09 18:00:09","115.118","com.d0lph1nk1ng.screamit","0.9.0","550756","2.8","1933","42","http://cdn.downloads.palm.com/public/115/icon/L/icon.png","0.99000000953674","Productivity & Utilities!Tools"
"Air Hockey","HOLIDAY SALE! - The first paid app in the App Catalog, everyone should own this #1 best selling and award-winning game!

With the option for 1 or 2 pucks, this air hockey favorite is a blast for young & old alike!  Already featured and acclaimed world-wide on other mobile platforms, Air Hockey was recently featured by Palm as a demo for the Pixi announcement and highlighted by Palm CEO at their last earnings call.

Play against a computer opponent ranging from Kiddie to Hard difficulty.  Try off the wall banks & combos to spoil your opponent's defenses and be the first to score 7 points - just like in real air hockey!

You'll play with an easy to control mallet and a puck that rockets across the table.  The goals are sized to perfectly balance rapid game play and the challenge of the game.  Advanced physics make the game act like you're playing on a real table!

Hit the center button while playing to pause your game.  Swipe back to start over at the main menu.

Air Hockey by Acceleroto.  Hit it!","2009-12-21 17:55:43","116.119","com.acceleroto.airhockey","1.0.0","1077983","2.7","5545","234","http://cdn.downloads.palm.com/public/116/icon/L/icon.png","0.99000000953674","Games!Children"
"Hebrew Calendar Trial Version","(Submitted for US only) (Submitted for US only) Hebrew Calendar for palm webOS, is for Jewish professionals and lay people around the world who need to keep track of the Jewish calendar in both Israel and the Diaspora.
With Hebrew Calendar you’ll finally have the entire Jewish calendar right in your Palm webOS phone. No more doing the multi-calendar shuffle, its all in one place and where you needed it most, your every day phone calendar.","2009-12-22 20:41:35","152.215","com.avnerarbel.hebrewcalendar","0.8.3","593013","3.6","5118","22","http://cdn.downloads.palm.com/public/152/icon/L/app64_DE178.png","0","ERROR!"
"Intuit GoPayment","(Submitted for US only) Get paid wherever you are the moment the job is done or a sale is made. With Intuit® GoPayment, you can easily accept credit card payments on the spot using your Pre. No more waiting for checks to clear, chasing invoice payments, or missing sales. Get paid and move on.

Demo: http://mobilepayment.intuit.com/ 

*Requires an Intuit GoPayment Merchant Service account.  By installing this app you agree to the GoPayment Terms of Service, found at http://mobilepayment.intuit.com/terms_conditions.php","2009-12-23 23:33:33","155.218","com.beeweeb.gopayment","0.9.12","1271676","3.1","14170","31","http://cdn.downloads.palm.com/public/155/icon/L/GoPayment+new+icon+64x64_87732.PNG","0","Finance!Business"
"Dumb Waiter","(Submitted for US only) A tip is no longer just a number. Dumb Waiter is a tip calculator... with a twist. Calculate the tip based on the actions of your waiter. Were you given exceptional service? There’s an option for that! Did it take an hour to get your drinks only to find that they were wrong? There's an option for that, too! Only Dumb Waiter lets you customize the most appropriate tip based on an array of different factors.","2009-12-22 04:33:00","156.219","com.binaryidiot.dumbwaiter","0.8.1","664738","3.9","61558","164","http://cdn.downloads.palm.com/public/156/icon/L/icon_1D40B5.png","0","Productivity & Utilities!Calculation"
"Forbes.com","(Submitted for US only) The latest business news, financial analysis, stock/index prices from Forbes.com! Get the latest stories from Forbes.com on the Latest News page. Pick an editorial channel such as Markets, Business, Personal Finance, Technology or see most emailed and popular stories. Download articles for reading when no connection is available.  See the latest stock/index prices and edit the symbols. Share articles via email and social networks with Facebook, Yahoo Buzz, Digg and Reddit. Powered by BlueSwitch.","2009-12-23 22:29:59","158.221","com.blueswitch.forbes-com","1.1.1","878086","4.1","37922","43","http://cdn.downloads.palm.com/public/158/icon/L/forbes_iconMain_1_3D7F3.png","0","News!Current / Breaking"
"PicHunt - Vintage Cars FREE","EpicTilt presents the FREE Version of PicHunt - Vintage Cars! Enjoy the classic and popular photo hunt game in the palm of your hand for FREE, featuring photos of vintage cars! Online worldwide highscores leaderboard! Find and poke the five differences before the timer runs out. You only have three lives per game. Compare your scores to the rest of the PicHunt users around the world!","2009-10-08 02:06:08","172.251","com.et.app.ph.vintagecars","0.9.1","7109739","3.1","17756","43","http://cdn.downloads.palm.com/public/172/icon/L/icon_4C78E.png","0","ERROR!"
"PicHunt - Pets FREE","EpicTilt presents the FREE Version of PicHunt - Pets!  Enjoy the classic and popular photo hunt game in the palm of your hand for FREE, featuring super cute pet photos.  Online worldwide highscores leaderboard! Find and pooke the five differences before the timer runs out.  You only have three lives per game. Compare your scores to the rest of the PicHunt users around the world!","2009-10-08 02:07:08","173.252","com.et.app.pichunt02","0.9.1","8016553","2.8","12990","53","http://cdn.downloads.palm.com/public/173/icon/L/icon_D1E20.png","0","ERROR!"
"PicHunt - Space Explorer FREE","EpicTilt presents the FREE Version of PicHunt - Space Explorer! Enjoy the classic and popular photo hunt game in the palm of your hand for FREE, featuring photos of galaxies, planets, space shuttles, and more! Online worldwide highscores leaderboard! Find and poke the five differences before the timer runs out. Compare your scores to the rest of the PicHunt users around the world!","2009-10-08 02:08:08","174.253","com.et.app.pichunt03","0.9.0","10959921","2.4","8301","54","http://cdn.downloads.palm.com/public/174/icon/L/icon_CD144.png","0","ERROR!"
"Fandango","(Submitted for US only) Your favorite movie destination is now in the Palm™ of your hand.  Browse movie and theater listings with the flick of a finger. Watch trailers. Read fan reviews. All while the Pre’s GPS finds the theaters closest to you and the movies playing at them.  When you’re ready, seamlessly buy tickets by signing-in to your Fandango account or securely enter and store your credit card to your phone.  Want more? Save favorite theaters, send movie details to your calendar, invite friends, and more.","2009-12-23 23:08:35","176.257","com.fandango.app.fandango","0.65.0","1644685","4","303210","431","http://cdn.downloads.palm.com/public/176/icon/L/icon_17785C.png","0","Entertainment!Movies / TV"
"FlightView","(Submitted for US only) Real-time flight information you can act on. Track upcoming and in-air flights. Use the in-air map to see a flight’s progress. Save flights to ""My Flights"" and get notifications when flight status changes – even when the app is closed. Use Notes to add car reservation or other information associated with a flight. The app integrates with your Palm® calendar, putting travel information in the palm of your hand.  This version tracks flights in North America, or with 1 end point in North America.","2009-12-27 20:22:38","177.262","com.flightview.palm","0.9.17","1061492","3.9","142110","383","http://cdn.downloads.palm.com/public/177/icon/L/64x64icon_curvedcorners_6AE1D.png","4.9899997711182","Travel!Transportation"
"Spaz","(Submitted for US only) New in 0.5.11:
* NEW: added image thumbnail previews in message detail
* NEW: clicking on thumbnail in message-detail will load it in ImageView in
* view-image scene
* NEW: New CSS styling
* NEW: Splash page refactored to work better with Pixi resolution
* NEW: MyTimeline keeps refreshing while other scenes are pushed on top of it
* FIX: Timeline in MyTimeline scene now inits on setup, not activate, and
* doesn't get destroyed until cleanup.
* FIX: Fix for duplicate post response parsing from previous builds
* CHANGE/FIX: No custom audio cues played, anywhere -- problems with audio quality
* and disabling when phone muted
* CHANGE: UI prefs for audio and vibration removed
* FIX: timeline cache now saved on every refresh
* FIX: search timeline now clears if new query does not match last query
* FIX: fixed bug in obj ref in message-detail-dm template
* CHANGE: modified error message when DM can't be pulled from cache
* CHANGE: get_relative_time now applied on render of template in addition to
* after timeline built
* CHANGE: Changed JSON decode helper to dump a sch.warn()

NOTE: If you cannot load Spaz after updating, delete & reinstall.

A gorgeous, powerful open-source Twitter, Identi.ca and StatusNet client based on the award-winning desktop application.","2009-11-04 17:29:04","181.277","com.funkatron.app.spaz","0.5.10","2860684","3.1","64180","157","http://cdn.downloads.palm.com/public/181/icon/L/icon_29DBBA.png","0","Social Networking!Chat"
"CoinFlip","Need to make a quick decision, choose between two alternatives, or decide who goes first, and don't have a coin on you?  Now you can just whip out your Pre and flip a coin.  This simple but well-polished app does just that, with a clean, ad-free interface.","2009-12-03 20:48:40","190.291","com.inspiringapps.coinflip","0.9.1","1234154","3.8","128281","333","http://cdn.downloads.palm.com/public/190/icon/L/icon_24BA59.png","0","Productivity & Utilities!Tools"
"Zilch Lite","(Submitted for US only) Zilch is a modest little dice game in which the player races the computer to 10,000 points. It is easy to learn and quick to play. It is a game of skill and luck in which the best player prevails.

Zilch will make waiting in lines more bearable. It will make long trips seem shorter. It might just make the security line at the airport enjoyable. Actually, that's pretty good for a little dice game.

webOS 1.1 or greater is required

New in v0.9.2:
* Fixed a bug that was causing the game to freeze.","2009-12-15 02:55:01","193.297","com.landgrabgames.zilch.lite","0.9.2","2153396","3.7","89482","248","http://cdn.downloads.palm.com/public/193/icon/L/icon_226E1E.png","0","ERROR!"
"Speed Brain","Sharpen your mind with a fun brain training game that's scientifically-tested – Speed Brain!  Made by Lumosity.com, Speed Brain provides a mental workout that will help you quickly understand information and react to it.","2009-11-04 17:39:04","195.305","com.lumoslabs.speed-brain","0.9.17","2887353","3.1","415414","722","http://cdn.downloads.palm.com/public/195/icon/L/speed_brain_palm_icon_1DD687.png","0","Games!Brain Teasers"
"PhotoDialer","The most downloaded dialer for webOS  just got better.  PhotoDialer is the simplest way to call the people you talk with the most, just by tapping their picture. With PhotoDialer, you can dial your favorite numbers quickly, without sliding open the Pre’s keyboard to hunt through your contacts. You can easily add your favorite numbers, and display them in either grid or list views.

The new release includes a great new SMS feature and continued graphics improvements.","2009-10-05 19:33:05","207.327","com.palm.com.cardinalpeak.photodialer","0.9.5","833728","3.9","141615","470","http://cdn.downloads.palm.com/public/207/icon/L/icon_14A6E2.png","1.9900000095367","Productivity & Utilities!Tools"
"Blackout","(Submitted for US only) A simple game where you try to turn off all of the lights. Clicking on a light switches it and its non-diagonal neighbours on or off. New games can be started at any time.","2009-12-23 22:58:53","217.353","com.uberu.games.blackout","0.1.6","443222","2.3","118814","381","http://cdn.downloads.palm.com/public/217/icon/L/icon_FDF43.png","0","Games!Arcade"
"UberPass","(Submitted for US only) UberPass aims to be a suite of tools for managing and securing information. The first release is a random password generator which allows you to generate passwords from 3-20 in length, and use letters, numbers, and or symbols in your passwords. It also provides quick copying to the clipboard for use in other apps. Later versions will provide expanded functionality.","2009-12-23 22:41:36","218.355","com.uberu.password","0.0.3","427269","3","14061","44","http://cdn.downloads.palm.com/public/218/icon/L/icon_15CE20.png","0","Productivity & Utilities!Tools"
"wikiHow","(Submitted for US only) The best of wikiHow is now available at your fingertips. Search, browse, or bookmark 60,000+ how-to articles and read the ""How-to of the Day"" in our featured articles. Also includes the ""wikiHow Survival Kit,""  a collection of articles to get you through life's most difficult situations. Topics includes first aid, vehicle emergencies, wilderness survival and ""unexpected scenario"" articles like how to survive a riot. Stored on the phone, the Survival Kit is always available when you need it.","2009-11-04 17:33:04","219.356","com.wikihow.wikihowapp","0.9.5","15885320","4.3","103651","205","http://cdn.downloads.palm.com/public/219/icon/L/64x64logo_2E5273.png","0","Reference!Trivia / Facts"
"Sporting News Pro Baseball","The boys of summer are on the field and with the Sporting News Baseball application from Zumobi, you won’t miss a single moment of Major League Baseball, from the first pitch down to the final out.
 • Keep your favorite teams' scores, schedule and info front and center
 • Get player values and fantasy blogs so you know who to sit, start, drop or go pick up for a great fantasy deal.
• Play-by-Play action provides you with updated counts, outs, and who is coming around to score!","2009-12-04 19:31:19","221.360","com.zumobi.mlb","0.9.14","1240079","3.9","78740","310","http://cdn.downloads.palm.com/public/221/icon/L/icon_14326C.png","0","Sports!News"
"Today Show","Make TODAY your first stop for news, advice and lifestyle information of all kinds.  Connect with Matt, Meredith, Ann, and Al to bring you the day's top stories and weather, interviews with newsmakers from around the world, and a dose of fun.  From health, fashion, and relationships to travel, entertainment, and food & wine, America's #1 morning program delivers the information you need to make sense of the latest trends. With TODAY, you're always in the know, wherever you go.","2009-12-07 18:26:32","222.365","com.zumobi.todayshow","0.9.14","1145751","3.3","73125","82","http://cdn.downloads.palm.com/public/222/icon/L/icon_12BAFD.png","0","Entertainment!Celebrity"
